"(*sync.Pool).Get" "internal/race.Disable"
"(*runtime.sweepLocked).sweep" "runtime/internal/atomic.Xadd64"
"(*runtime.consistentHeapStats).release" "runtime.getg"
"(*runtime.consistentHeapStats).release" "(runtime.puintptr).ptr"
"(*runtime.consistentHeapStats).release" "(*runtime/internal/atomic.Uint32).Add"
"(*runtime.consistentHeapStats).release" "runtime.unlock"
"(*runtime.consistentHeapStats).release" "runtime.throw"
"(*runtime.sweepLocked).sweep" "(*runtime.consistentHeapStats).release"
"(*runtime.sweepLocked).sweep" "(*runtime/internal/atomic.Uint64).Add"
"(*runtime.mheap).freeSpan" "runtime.systemstack"
"(*runtime.sweepLocked).sweep" "(*runtime.mheap).freeSpan"
"(*runtime.sweepLocked).sweep" "(*runtime.mcentral).fullSwept"
"(*runtime.sweepLocked).sweep" "(*runtime.spanSet).push"
"(*runtime.sweepLocked).sweep" "(*runtime.mcentral).partialSwept"
"(*runtime.sweepLocked).sweep" "(*runtime.spanSet).push"
"(*runtime.sweepLocked).sweep" "(*runtime.mcentral).fullSwept"
"(*runtime.sweepLocked).sweep" "(*runtime.spanSet).push"
"(*runtime.sweepLocked).sweep" "(*runtime.mspan).base"
"runtime.sysFault" "(*runtime/internal/atomic.Uint64).Add"
"runtime.sysFaultOS" "runtime.mmap"
"runtime.sysFault" "runtime.sysFaultOS"
"(*runtime.sweepLocked).sweep" "runtime.sysFault"
"(*runtime.sweepLocked).sweep" "(*runtime.mheap).freeSpan"
"(*runtime.sweepLocked).sweep" "runtime.systemstack"
"(*runtime.sweepLocked).sweep" "(*runtime.consistentHeapStats).acquire"
"(*runtime.sweepLocked).sweep" "runtime/internal/atomic.Xadd64"
"(*runtime.sweepLocked).sweep" "runtime/internal/atomic.Xadd64"
"(*runtime.sweepLocked).sweep" "(*runtime.consistentHeapStats).release"
"(*runtime.sweepLocked).sweep" "(*runtime/internal/atomic.Uint64).Add"
"(*runtime.mspan).ensureSwept" "(*runtime.sweepLocked).sweep"
"(*runtime.activeSweep).end" "runtime.throw"
"(*runtime.activeSweep).end" "(*runtime/internal/atomic.Uint32).Load"
"(*runtime.activeSweep).end" "runtime.throw"
"(*runtime.activeSweep).end" "(*runtime/internal/atomic.Uint32).CompareAndSwap"
"(*runtime/internal/atomic.Uint64).Load" "runtime/internal/atomic.Load64"
"(*runtime.activeSweep).end" "(*runtime/internal/atomic.Uint64).Load"
"(*runtime.activeSweep).end" "(*runtime/internal/atomic.Uint64).Load"
"(*runtime.mspan).ensureSwept" "(*runtime.activeSweep).end"
"(*runtime.mspan).ensureSwept" "(*runtime.activeSweep).end"
"(*runtime.mspan).ensureSwept" "runtime/internal/atomic.Load"
"(*runtime.mspan).ensureSwept" "runtime.osyield"
"runtime.addspecial" "(*runtime.mspan).ensureSwept"
"runtime.addspecial" "(*runtime.mspan).base"
"runtime.addspecial" "runtime.lock"
"runtime.addspecial" "(*runtime.mspan).specialFindSplicePoint"
"runtime.spanHasSpecials" "(*runtime.mspan).base"
"runtime.spanHasSpecials" "(*runtime.mspan).base"
"runtime.spanHasSpecials" "runtime.arenaIndex"
"runtime.spanHasSpecials" "(runtime.arenaIdx).l1"
"runtime.spanHasSpecials" "(runtime.arenaIdx).l2"
"runtime.spanHasSpecials" "runtime/internal/atomic.Or8"
"runtime.addspecial" "runtime.spanHasSpecials"
"runtime.addspecial" "runtime.unlock"
"runtime.addspecial" "runtime.releasem"
"runtime.addfinalizer" "runtime.addspecial"
"runtime.addfinalizer" "runtime.lock"
"runtime.addfinalizer" "(*runtime.fixalloc).free"
"runtime.addfinalizer" "runtime.unlock"
"runtime.findObject" "runtime.spanOf"
"runtime.findObject" "(*runtime.mSpanStateBox).get"
"runtime.badPointer" "runtime.printlock"
"runtime.badPointer" "(*runtime.mSpanStateBox).get"
"runtime.badPointer" "(*runtime.mspan).base"
"runtime.gcDumpObject" "runtime.spanOf"
"runtime.gcDumpObject" "(*runtime.mspan).base"
"runtime.gcDumpObject" "(*runtime.mSpanStateBox).get"
"runtime.gcDumpObject" "(*runtime.mSpanStateBox).get"
"runtime.badPointer" "runtime.gcDumpObject"
"runtime.badPointer" "runtime.getg"
"runtime.badPointer" "runtime.throw"
"runtime.findObject" "runtime.badPointer"
"runtime.findObject" "(*runtime.mspan).objIndex"
"runtime.findObject" "(*runtime.mspan).base"
"runtime.findObject" "(*runtime.mspan).base"
"runtime.findObject" "runtime.badPointer"
"runtime.addfinalizer" "runtime.findObject"
"runtime.addfinalizer" "runtime.acquirem"
"runtime.addfinalizer" "(runtime.puintptr).ptr"
"runtime.addfinalizer" "(runtime.spanClass).noscan"
"runtime.scanobject" "runtime/internal/sys.Prefetch"
"runtime.spanOfUnchecked" "runtime.arenaIndex"
"runtime.spanOfUnchecked" "(runtime.arenaIdx).l1"
"runtime.spanOfUnchecked" "(runtime.arenaIdx).l2"
"runtime.scanobject" "runtime.spanOfUnchecked"
"runtime.scanobject" "runtime.throw"
"runtime.scanobject" "(runtime.spanClass).noscan"
"runtime.scanobject" "runtime.throw"
"runtime.scanobject" "(*runtime.mspan).base"
"runtime.scanobject" "(*runtime.mspan).base"
"runtime.scanobject" "(*runtime.mspan).base"
"runtime.scanobject" "(*runtime.gcWork).putFast"
"(*runtime.gcWork).put" "runtime.lockWithRankMayAcquire"
"(*runtime.gcWork).put" "runtime.lockWithRankMayAcquire"
"runtime.getempty" "(*runtime.lfstack).pop"
"runtime.getempty" "runtime.lockWithRankMayAcquire"
"runtime.getempty" "runtime.lockWithRankMayAcquire"
"(*runtime.workbuf).checkempty" "runtime.throw"
"runtime.getempty" "(*runtime.workbuf).checkempty"
"runtime.getempty" "runtime.lock"
"(*runtime.mSpanList).remove" "runtime.throw"
"runtime.getempty" "(*runtime.mSpanList).remove"
"(*runtime.mSpanList).insert" "runtime.throw"
"runtime.getempty" "(*runtime.mSpanList).insert"
"runtime.getempty" "runtime.unlock"
"runtime.getempty" "runtime.systemstack"
"runtime.getempty" "runtime.throw"
"runtime.getempty" "runtime.lock"
"runtime.getempty" "(*runtime.mSpanList).insert"
"runtime.getempty" "runtime.unlock"
"runtime.getempty" "(*runtime.mspan).base"
"runtime.lfnodeValidate" "runtime.findObject"
"runtime.lfnodeValidate" "runtime.throw"
"runtime.taggedPointerPack" "runtime.throw"
"runtime.lfstackPack" "runtime.taggedPointerPack"
"runtime.lfnodeValidate" "runtime.lfstackPack"
"runtime.lfnodeValidate" "runtime.lfstackUnpack"
"runtime.lfnodeValidate" "runtime.printlock"
"runtime.lfnodeValidate" "runtime.throw"
"runtime.getempty" "runtime.lfnodeValidate"
"runtime.putempty" "(*runtime.workbuf).checkempty"
"(*runtime.lfstack).push" "runtime.lfstackPack"
"(*runtime.lfstack).push" "runtime.lfstackUnpack"
"(*runtime.lfstack).push" "runtime.throw"
"(*runtime.lfstack).push" "runtime/internal/atomic.Load64"
"(*runtime.lfstack).push" "runtime/internal/atomic.Cas64"
"runtime.putempty" "(*runtime.lfstack).push"
"runtime.getempty" "runtime.putempty"
"(*runtime.gcWork).init" "runtime.getempty"
"runtime.trygetfull" "(*runtime.lfstack).pop"
"(*runtime.workbuf).checknonempty" "runtime.throw"
"runtime.trygetfull" "(*runtime.workbuf).checknonempty"
"(*runtime.gcWork).init" "runtime.trygetfull"
"(*runtime.gcWork).init" "runtime.getempty"
"(*runtime.gcWork).put" "(*runtime.gcWork).init"
"runtime.putfull" "(*runtime.workbuf).checknonempty"
"runtime.putfull" "(*runtime.lfstack).push"
"(*runtime.gcWork).put" "runtime.putfull"
"(*runtime.gcWork).put" "runtime.getempty"
"(*runtime/internal/atomic.Int64).Load" "runtime/internal/atomic.Loadint64"
"(*runtime.gcControllerState).enlistWorker" "(*runtime/internal/atomic.Int64).Load"
"(*runtime.gcControllerState).enlistWorker" "runtime.getg"
"(*runtime.gcControllerState).enlistWorker" "(runtime.puintptr).ptr"
"(*runtime.gcControllerState).enlistWorker" "runtime.cheaprandn"
"runtime.preemptone" "(runtime.muintptr).ptr"
"runtime.preemptone" "runtime.getg"
"(*runtime.rwmutex).rlock" "runtime.acquirem"
"(*runtime.rwmutex).rlock" "runtime.acquireLockRank"
"(*runtime.rwmutex).rlock" "runtime.getLockRank"
"(*runtime.rwmutex).rlock" "runtime.lockWithRankMayAcquire"
"(*runtime/internal/atomic.Int32).Add" "runtime/internal/atomic.Xaddint32"
"(*runtime.rwmutex).rlock" "(*runtime/internal/atomic.Int32).Add"
"(*runtime.rwmutex).rlock" "runtime.systemstack"
"runtime.preemptM" "(*runtime.rwmutex).rlock"
"runtime.preemptM" "(*runtime/internal/atomic.Uint32).CompareAndSwap"
"runtime.preemptM" "(*runtime/internal/atomic.Int32).Add"
"runtime.pthread_kill" "internal/abi.FuncPCABI0"
"runtime.pthread_kill" "runtime.libcCall"
"runtime.signalM" "runtime.pthread_kill"
"runtime.preemptM" "runtime.signalM"
"(*runtime.rwmutex).runlock" "(*runtime/internal/atomic.Int32).Add"
"(*runtime.rwmutex).runlock" "runtime.releaseLockRank"
"(*runtime.rwmutex).runlock" "runtime.getg"
"(*runtime.rwmutex).runlock" "runtime.releasem"
"(*runtime.rwmutex).runlock" "runtime.throw"
"(*runtime.rwmutex).runlock" "(*runtime/internal/atomic.Int32).Add"
"(*runtime.rwmutex).runlock" "runtime.lock"
"(*runtime.rwmutex).runlock" "(runtime.muintptr).ptr"
"runtime.notewakeup" "runtime/internal/atomic.Loaduintptr"
"runtime.notewakeup" "runtime/internal/atomic.Casuintptr"
"runtime.notewakeup" "runtime.throw"
"runtime.notewakeup" "runtime.semawakeup"
"(*runtime.rwmutex).runlock" "runtime.notewakeup"
"(*runtime.rwmutex).runlock" "runtime.unlock"
"runtime.preemptM" "(*runtime.rwmutex).runlock"
"runtime.preemptone" "runtime.preemptM"
"(*runtime.gcControllerState).enlistWorker" "runtime.preemptone"
"(*runtime.gcWork).put" "(*runtime.gcControllerState).enlistWorker"
"runtime.scanobject" "(*runtime.gcWork).put"
"runtime.scanobject" "(*runtime.mspan).base"
"(*runtime.mspan).objBase" "(*runtime.mspan).base"
"(*runtime.mspan).objBase" "(*runtime.mspan).objIndex"
"(*runtime.mspan).typePointersOfUnchecked" "(*runtime.mspan).objBase"
"(*runtime.mspan).typePointersOfUnchecked" "runtime.throw"
"(*runtime.mspan).typePointersOfUnchecked" "(runtime.spanClass).noscan"
"(*runtime.mspan).typePointersOfUnchecked" "(*runtime.mspan).objBase"
"(*runtime.mspan).typePointersOfUnchecked" "runtime.heapBitsInSpan"
"(*runtime.mspan).heapBitsSmallForAddr" "(*runtime.mspan).base"
"(*runtime.mspan).heapBitsSmallForAddr" "(*runtime.mspan).base"
"(*runtime.mspan).heapBitsSmallForAddr" "(*runtime.mspan).base"
"(*runtime.mspan).heapBitsSmallForAddr" "runtime.addb"
"(*runtime.mspan).heapBitsSmallForAddr" "runtime.addb"
"(*runtime.mspan).typePointersOfUnchecked" "(*runtime.mspan).heapBitsSmallForAddr"
"(*runtime.mspan).typePointersOfUnchecked" "(runtime.spanClass).sizeclass"
"runtime.readUintptr" "runtime/internal/sys.Bswap64"
"runtime.readUintptr" "runtime/internal/sys.Bswap32"
"(*runtime.mspan).typePointersOfUnchecked" "runtime.readUintptr"
"runtime.scanobject" "(*runtime.mspan).typePointersOfUnchecked"
"(runtime.typePointers).fastForward" "runtime.alignDown"
"(runtime.typePointers).fastForward" "runtime.alignDown"
"(runtime.typePointers).fastForward" "runtime.readUintptr"
"(runtime.typePointers).fastForward" "runtime.addb"
"(runtime.typePointers).fastForward" "runtime.readUintptr"
"runtime.scanobject" "(runtime.typePointers).fastForward"
"runtime.scanobject" "(*runtime.mspan).typePointersOfUnchecked"
"runtime.scanobject" "runtime.heapBitsForAddr"
"(runtime.typePointers).nextFast" "runtime/internal/sys.TrailingZeros64"
"(runtime.typePointers).nextFast" "runtime/internal/sys.TrailingZeros32"
"runtime.scanobject" "(runtime.typePointers).nextFast"
"runtime.scanobject" "(runtime.heapBits).nextFast"
"(runtime.typePointers).next" "(runtime.typePointers).nextFast"
"(runtime.typePointers).next" "runtime.addb"
"(runtime.typePointers).next" "runtime.readUintptr"
"runtime.scanobject" "(runtime.typePointers).next"
"runtime.scanobject" "(runtime.heapBits).next"
"runtime.scanobject" "runtime.findObject"
"runtime.greyobject" "runtime.throw"
"runtime.greyobject" "(*runtime.mspan).markBitsForIndex"
"runtime.setCheckmark" "(runtime.markBits).isMarked"
"runtime.setCheckmark" "runtime.printlock"
"runtime.setCheckmark" "runtime.gcDumpObject"
"runtime.setCheckmark" "runtime.gcDumpObject"
"runtime.setCheckmark" "runtime.getg"
"runtime.setCheckmark" "runtime.throw"
"runtime.setCheckmark" "runtime.arenaIndex"
"runtime.setCheckmark" "(runtime.arenaIdx).l1"
"runtime.setCheckmark" "(runtime.arenaIdx).l2"
"runtime.setCheckmark" "runtime/internal/atomic.Load8"
"runtime.setCheckmark" "runtime/internal/atomic.Or8"
"runtime.greyobject" "runtime.setCheckmark"
"runtime.greyobject" "runtime/internal/sys.Prefetch"
"runtime.greyobject" "(*runtime.gcWork).putFast"
"runtime.greyobject" "runtime.gcDumpObject"
"runtime.greyobject" "runtime.gcDumpObject"
"runtime.greyobject" "runtime.getg"
"runtime.greyobject" "runtime.throw"
"runtime.greyobject" "(runtime.markBits).isMarked"
"runtime.greyobject" "(*runtime.mspan).isFree"
"(runtime.markBits).setMarked" "runtime/internal/atomic.Or8"
"runtime.greyobject" "(runtime.markBits).setMarked"
"runtime.greyobject" "(*runtime.mspan).base"
"runtime.pageIndexOf" "runtime.arenaIndex"
"runtime.pageIndexOf" "(runtime.arenaIdx).l1"
"runtime.pageIndexOf" "(runtime.arenaIdx).l2"
"runtime.greyobject" "runtime.pageIndexOf"
"runtime.greyobject" "runtime/internal/atomic.Or8"
"runtime.greyobject" "(runtime.spanClass).noscan"
"runtime.greyobject" "(*runtime.gcWork).put"
"runtime.scanobject" "runtime.greyobject"
"runtime.addfinalizer" "runtime.scanobject"
"runtime.scanblock" "runtime.addb"
"runtime.scanblock" "runtime.findObject"
"runtime.scanblock" "runtime.greyobject"
"(*runtime.stackScanState).putPtr" "runtime.throw"
"(*runtime.stackScanState).putPtr" "runtime.getempty"
"(*runtime.stackScanState).putPtr" "runtime.getempty"
"runtime.scanblock" "(*runtime.stackScanState).putPtr"
"runtime.addfinalizer" "runtime.scanblock"
"runtime.addfinalizer" "runtime.releasem"
"runtime.SetFinalizer$2" "runtime.addfinalizer"
"runtime.SetFinalizer$2" "runtime.throw"
"(*sync.Once).doSlow" "runtime.SetFinalizer$2"
"(*sync.Once).doSlow" "syscall.libc_ftruncate_trampoline"
"(*sync.Once).doSlow" "syscall.libc_setrlimit_trampoline"
"(*sync.Once).doSlow" "syscall.libc_accept_trampoline"
"runtime.Caller" "runtime.callers"
"runtime.Caller" "runtime.CallersFrames"
"(*runtime.Frames).Next" "runtime.findfunc"
"(*runtime.Frames).Next" "(runtime.funcInfo).valid"
"(*runtime.Frames).Next" "(runtime.funcInfo)._Func"
"(*runtime.Func).Entry" "(*runtime.Func).raw"
"(*runtime.Func).Entry" "(*runtime._func).isInlined"
"(*runtime.Func).Entry" "(*runtime._func).funcInfo"
"(*runtime.Func).Entry" "(runtime.funcInfo).entry"
"(*runtime.Frames).Next" "(*runtime.Func).Entry"
"runtime.callCgoSymbolizer" "(*runtime/internal/atomic.Uint32).Load"
"runtime.callCgoSymbolizer" "runtime.getg"
"runtime.callCgoSymbolizer" "runtime.getg"
"runtime.callCgoSymbolizer" "runtime.msanwrite"
"runtime.callCgoSymbolizer" "runtime.asanwrite"
"runtime.callCgoSymbolizer" "runtime.noescape"
"runtime.callCgoSymbolizer" "runtime.asmcgocall"
"runtime.callCgoSymbolizer" "runtime.cgocall"
"runtime.expandCgoFrames" "runtime.callCgoSymbolizer"
"runtime.gostring" "runtime.findnull"
"runtime.mallocgc" "runtime.throw"
"runtime.lockRankMayQueueFinalizer" "runtime.getLockRank"
"runtime.lockRankMayQueueFinalizer" "runtime.lockWithRankMayAcquire"
"runtime.mallocgc" "runtime.lockRankMayQueueFinalizer"
"runtime.mallocgc" "runtime.computeRZlog"
"runtime.deductAssistCredit" "runtime.getg"
"runtime.gcAssistAlloc" "runtime.getg"
"runtime.gcAssistAlloc" "runtime.getg"
"(*runtime.gcCPULimiterState).limiting" "(*runtime/internal/atomic.Bool).Load"
"runtime.gcAssistAlloc" "(*runtime.gcCPULimiterState).limiting"
"(*runtime/internal/atomic.Float64).Load" "(*runtime/internal/atomic.Uint64).Load"
"runtime.gcAssistAlloc" "(*runtime/internal/atomic.Float64).Load"
"runtime.gcAssistAlloc" "(*runtime/internal/atomic.Float64).Load"
"runtime.gcAssistAlloc" "runtime.traceAcquire"
"runtime.gcAssistAlloc" "(runtime.traceLocker).ok"
"(runtime.traceLocker).GCMarkAssistDone" "(runtime.traceLocker).eventWriter"
"(runtime.traceLocker).GCMarkAssistDone" "(runtime.traceEventWriter).commit"
"runtime.gcAssistAlloc" "(runtime.traceLocker).GCMarkAssistDone"
"runtime.gcAssistAlloc" "runtime.traceRelease"
"runtime.gcAssistAlloc" "(*runtime/internal/atomic.Int64).Load"
"runtime.gcAssistAlloc" "(*runtime/internal/atomic.Int64).Add"
"runtime.gcAssistAlloc" "runtime.traceAcquire"
"runtime.gcAssistAlloc" "(runtime.traceLocker).ok"
"runtime.gcAssistAlloc" "(runtime.traceLocker).GCMarkAssistDone"
"runtime.gcAssistAlloc" "runtime.traceRelease"
"runtime.gcAssistAlloc" "runtime.traceAcquire"
"runtime.gcAssistAlloc" "(runtime.traceLocker).ok"
"runtime.gcAssistAlloc" "runtime.systemstack"
"(runtime.traceLocker).GCMarkAssistStart" "(runtime.traceLocker).eventWriter"
"(runtime.traceLocker).GCMarkAssistStart" "(runtime.traceLocker).stack"
"(runtime.traceLocker).GCMarkAssistStart" "(runtime.traceEventWriter).commit"
"runtime.gcAssistAlloc" "(runtime.traceLocker).GCMarkAssistStart"
"runtime.gcAssistAlloc" "runtime.traceRelease"
"runtime.gcMarkDone" "runtime.semacquire"
"runtime.gcMarkDone" "runtime.semrelease"
"runtime.gcMarkDone" "runtime.semacquire"
"runtime.forEachP" "runtime.systemstack"
"runtime.gcMarkDone" "runtime.forEachP"
"(*runtime.lfstack).empty" "runtime/internal/atomic.Load64"
"runtime.gcMarkWorkAvailable" "(*runtime.lfstack).empty"
"runtime.gcMarkWorkAvailable" "(*runtime.gcWork).empty"
"runtime.gcMarkDone" "runtime.gcMarkWorkAvailable"
"runtime.gcMarkDone" "runtime.semrelease"
"runtime.gcMarkDone" "runtime.nanotime"
"runtime.gcMarkDone" "runtime.getg"
"runtime.gcMarkDone" "runtime.systemstack"
"runtime.gcMarkDone" "runtime.systemstack"
"runtime.gcMarkDone" "runtime.getg"
"runtime.gcMarkDone" "runtime.systemstack"
"runtime.gcMarkDone" "runtime.semrelease"
"runtime.gcComputeStartingStackSize" "runtime.round2"
"runtime.gcMarkDone" "runtime.gcComputeStartingStackSize"
"runtime.gcMarkDone" "runtime/internal/atomic.Store"
"(*runtime.gcCPULimiterState).tryLock" "(*runtime/internal/atomic.Uint32).CompareAndSwap"
"(*runtime.gcCPULimiterState).startGCTransition" "(*runtime.gcCPULimiterState).tryLock"
"(*runtime.gcCPULimiterState).startGCTransition" "runtime.throw"
"(*runtime.gcCPULimiterState).startGCTransition" "runtime.throw"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Load"
"(*runtime/internal/atomic.Int64).Store" "runtime/internal/atomic.Storeint64"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Store"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Load"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Add"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Load"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Add"
"(*runtime.gcCPULimiterState).updateLocked" "runtime.acquirem"
"(*runtime.limiterEvent).consume" "(*runtime/internal/atomic.Uint64).Load"
"(*runtime.limiterEvent).consume" "(runtime.limiterEventStamp).typ"
"(*runtime.limiterEvent).consume" "(runtime.limiterEventStamp).duration"
"(*runtime.limiterEvent).consume" "runtime.makeLimiterEventStamp"
"(*runtime/internal/atomic.Uint64).CompareAndSwap" "runtime/internal/atomic.Cas64"
"(*runtime.limiterEvent).consume" "(*runtime/internal/atomic.Uint64).CompareAndSwap"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime.limiterEvent).consume"
"(*runtime.gcCPULimiterState).updateLocked" "runtime.releasem"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime/internal/atomic.Int64).Add"
"(*runtime.gcCPULimiterState).updateLocked" "runtime.throw"
"(*runtime/internal/atomic.Bool).Store" "(*runtime/internal/atomic.Uint8).Store"
"(*runtime.gcCPULimiterState).accumulate" "(*runtime/internal/atomic.Bool).Store"
"(*runtime.gcCPULimiterState).accumulate" "(*runtime/internal/atomic.Uint32).Store"
"(*runtime.gcCPULimiterState).accumulate" "(*runtime/internal/atomic.Bool).Store"
"(*runtime.gcCPULimiterState).updateLocked" "(*runtime.gcCPULimiterState).accumulate"
"(*runtime.gcCPULimiterState).startGCTransition" "(*runtime.gcCPULimiterState).updateLocked"
"runtime.gcMarkDone" "(*runtime.gcCPULimiterState).startGCTransition"
"runtime.gcWakeAllAssists" "runtime.lock"
"runtime.gcWakeAllAssists" "(*runtime.gQueue).popList"
"runtime.injectglist" "(*runtime.gList).empty"
"runtime.injectglist" "runtime.traceAcquire"
"runtime.injectglist" "(runtime.traceLocker).ok"
"runtime.injectglist" "(runtime.guintptr).ptr"
"runtime.injectglist" "(runtime.guintptr).ptr"
"(runtime.traceLocker).GoUnpark" "(runtime.traceLocker).eventWriter"
"(runtime.traceLocker).GoUnpark" "(*runtime.traceSchedResourceState).statusWasTraced"
"(runtime.traceLocker).GoUnpark" "(runtime.traceWriter).writeGoStatus"
"(runtime.traceLocker).GoUnpark" "(*runtime.traceSchedResourceState).nextSeq"
"(runtime.traceLocker).GoUnpark" "(runtime.traceLocker).stack"
"(runtime.traceLocker).GoUnpark" "(runtime.traceEventWriter).commit"
"(runtime.traceLocker).GoUnpark" "(*runtime.traceSchedResourceState).acquireStatus"
"runtime.injectglist" "(runtime.traceLocker).GoUnpark"
